// Made in NPC Maker by BowieD
GUID 369b52dc42ad47998dab644efc96fd5f
Buying_157_Condition_2_Type Quest
Buying_157_Condition_2_ID 24203
Buying_157_Condition_2_Status Completed
Buying_157_Condition_2_Logic Equal
Buying_157_Condition_2_Ignore_NPC True

Buying_157_Rewards 1
Buying_157_Reward_0_Type Flag_Short
Buying_157_Reward_0_ID 24202
Buying_157_Reward_0_Value 1
Buying_157_Reward_0_Modification Increment

Buying_158_ID 43131
Buying_158_Cost 194
Buying_158_Conditions 3
Buying_158_Condition_0_Type Flag_Short
Buying_158_Condition_0_ID 24202
Buying_158_Condition_0_Value 750
Buying_158_Condition_0_Allow_Unset 
Buying_158_Condition_0_Logic Less_Than

Buying_158_Condition_1_Type Flag_Short
Buying_158_Condition_1_ID 24202
Buying_158_Condition_1_Value 700
Buying_158_Condition_1_Allow_Unset 
Buying_158_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_158_Condition_2_Type Quest
Buying_158_Condition_2_ID 24203
Buying_158_Condition_2_Status Completed
Buying_158_Condition_2_Logic Equal
Buying_158_Condition_2_Ignore_NPC True

Buying_158_Rewards 1
Buying_158_Reward_0_Type Flag_Short
Buying_158_Reward_0_ID 24202
Buying_158_Reward_0_Value 1
Buying_158_Reward_0_Modification Increment

Buying_159_ID 43131
Buying_159_Cost 195
Buying_159_Conditions 2
Buying_159_Condition_0_Type Flag_Short
Buying_159_Condition_0_ID 24202
Buying_159_Condition_0_Value 750
Buying_159_Condition_0_Allow_Unset 
Buying_159_Condition_0_Logic Greater_Than_Or_Equal_To

Buying_159_Condition_1_Type Quest
Buying_159_Condition_1_ID 24203
Buying_159_Condition_1_Status Completed
Buying_159_Condition_1_Logic Equal
Buying_159_Condition_1_Ignore_NPC True

Buying_160_ID 43106
Buying_160_Cost 195
Buying_160_Conditions 2
Buying_160_Condition_0_Type Flag_Short
Buying_160_Condition_0_ID 24202
Buying_160_Condition_0_Value 50
Buying_160_Condition_0_Allow_Unset 
Buying_160_Condition_0_Logic Less_Than

Buying_160_Condition_1_Type Quest
Buying_160_Condition_1_ID 24203
Buying_160_Condition_1_Status Completed
Buying_160_Condition_1_Logic Equal
Buying_160_Condition_1_Ignore_NPC True

Buying_160_Rewards 1
Buying_160_Reward_0_Type Flag_Short
Buying_160_Reward_0_ID 24202
Buying_160_Reward_0_Value 1
Buying_160_Reward_0_Modification Increment

Buying_161_ID 43106
Buying_161_Cost 196
Buying_161_Conditions 3
Buying_161_Condition_0_Type Flag_Short
Buying_161_Condition_0_ID 24202
Buying_161_Condition_0_Value 100
Buying_161_Condition_0_Allow_Unset 
Buying_161_Condition_0_Logic Less_Than

Buying_161_Condition_1_Type Flag_Short
Buying_161_Condition_1_ID 24202
Buying_161_Condition_1_Value 50
Buying_161_Condition_1_Allow_Unset 
Buying_161_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_161_Condition_2_Type Quest
Buying_161_Condition_2_ID 24203
Buying_161_Condition_2_Status Completed
Buying_161_Condition_2_Logic Equal
Buying_161_Condition_2_Ignore_NPC True

Buying_161_Rewards 1
Buying_161_Reward_0_Type Flag_Short
Buying_161_Reward_0_ID 24202
Buying_161_Reward_0_Value 1
Buying_161_Reward_0_Modification Increment

Buying_162_ID 43106
Buying_162_Cost 197
Buying_162_Conditions 3
Buying_162_Condition_0_Type Flag_Short
Buying_162_Condition_0_ID 24202
Buying_162_Condition_0_Value 150
Buying_162_Condition_0_Allow_Unset 
Buying_162_Condition_0_Logic Less_Than

Buying_162_Condition_1_Type Flag_Short
Buying_162_Condition_1_ID 24202
Buying_162_Condition_1_Value 100
Buying_162_Condition_1_Allow_Unset 
Buying_162_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_162_Condition_2_Type Quest
Buying_162_Condition_2_ID 24203
Buying_162_Condition_2_Status Completed
Buying_162_Condition_2_Logic Equal
Buying_162_Condition_2_Ignore_NPC True

Buying_162_Rewards 1
Buying_162_Reward_0_Type Flag_Short
Buying_162_Reward_0_ID 24202
Buying_162_Reward_0_Value 1
Buying_162_Reward_0_Modification Increment

Buying_163_ID 43106
Buying_163_Cost 198
Buying_163_Conditions 3
Buying_163_Condition_0_Type Flag_Short
Buying_163_Condition_0_ID 24202
Buying_163_Condition_0_Value 200
Buying_163_Condition_0_Allow_Unset 
Buying_163_Condition_0_Logic Less_Than

Buying_163_Condition_1_Type Flag_Short
Buying_163_Condition_1_ID 24202
Buying_163_Condition_1_Value 150
Buying_163_Condition_1_Allow_Unset 
Buying_163_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_163_Condition_2_Type Quest
Buying_163_Condition_2_ID 24203
Buying_163_Condition_2_Status Completed
Buying_163_Condition_2_Logic Equal
Buying_163_Condition_2_Ignore_NPC True

Buying_163_Rewards 1
Buying_163_Reward_0_Type Flag_Short
Buying_163_Reward_0_ID 24202
Buying_163_Reward_0_Value 1
Buying_163_Reward_0_Modification Increment

Buying_164_ID 43106
Buying_164_Cost 199
Buying_164_Conditions 3
Buying_164_Condition_0_Type Flag_Short
Buying_164_Condition_0_ID 24202
Buying_164_Condition_0_Value 250
Buying_164_Condition_0_Allow_Unset 
Buying_164_Condition_0_Logic Less_Than

Buying_164_Condition_1_Type Flag_Short
Buying_164_Condition_1_ID 24202
Buying_164_Condition_1_Value 200
Buying_164_Condition_1_Allow_Unset 
Buying_164_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_164_Condition_2_Type Quest
Buying_164_Condition_2_ID 24203
Buying_164_Condition_2_Status Completed
Buying_164_Condition_2_Logic Equal
Buying_164_Condition_2_Ignore_NPC True

Buying_164_Rewards 1
Buying_164_Reward_0_Type Flag_Short
Buying_164_Reward_0_ID 24202
Buying_164_Reward_0_Value 1
Buying_164_Reward_0_Modification Increment

Buying_165_ID 43106
Buying_165_Cost 200
Buying_165_Conditions 3
Buying_165_Condition_0_Type Flag_Short
Buying_165_Condition_0_ID 24202
Buying_165_Condition_0_Value 300
Buying_165_Condition_0_Allow_Unset 
Buying_165_Condition_0_Logic Less_Than

Buying_165_Condition_1_Type Flag_Short
Buying_165_Condition_1_ID 24202
Buying_165_Condition_1_Value 250
Buying_165_Condition_1_Allow_Unset 
Buying_165_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_165_Condition_2_Type Quest
Buying_165_Condition_2_ID 24203
Buying_165_Condition_2_Status Completed
Buying_165_Condition_2_Logic Equal
Buying_165_Condition_2_Ignore_NPC True

Buying_165_Rewards 1
Buying_165_Reward_0_Type Flag_Short
Buying_165_Reward_0_ID 24202
Buying_165_Reward_0_Value 1
Buying_165_Reward_0_Modification Increment

Buying_166_ID 43106
Buying_166_Cost 201
Buying_166_Conditions 3
Buying_166_Condition_0_Type Flag_Short
Buying_166_Condition_0_ID 24202
Buying_166_Condition_0_Value 350
Buying_166_Condition_0_Allow_Unset 
Buying_166_Condition_0_Logic Less_Than

Buying_166_Condition_1_Type Flag_Short
Buying_166_Condition_1_ID 24202
Buying_166_Condition_1_Value 300
Buying_166_Condition_1_Allow_Unset 
Buying_166_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_166_Condition_2_Type Quest
Buying_166_Condition_2_ID 24203
Buying_166_Condition_2_Status Completed
Buying_166_Condition_2_Logic Equal
Buying_166_Condition_2_Ignore_NPC True

Buying_166_Rewards 1
Buying_166_Reward_0_Type Flag_Short
Buying_166_Reward_0_ID 24202
Buying_166_Reward_0_Value 1
Buying_166_Reward_0_Modification Increment

Buying_167_ID 43106
Buying_167_Cost 202
Buying_167_Conditions 3
Buying_167_Condition_0_Type Flag_Short
Buying_167_Condition_0_ID 24202
Buying_167_Condition_0_Value 400
Buying_167_Condition_0_Allow_Unset 
Buying_167_Condition_0_Logic Less_Than

Buying_167_Condition_1_Type Flag_Short
Buying_167_Condition_1_ID 24202
Buying_167_Condition_1_Value 350
Buying_167_Condition_1_Allow_Unset 
Buying_167_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_167_Condition_2_Type Quest
Buying_167_Condition_2_ID 24203
Buying_167_Condition_2_Status Completed
Buying_167_Condition_2_Logic Equal
Buying_167_Condition_2_Ignore_NPC True

Buying_167_Rewards 1
Buying_167_Reward_0_Type Flag_Short
Buying_167_Reward_0_ID 24202
Buying_167_Reward_0_Value 1
Buying_167_Reward_0_Modification Increment

Buying_168_ID 43106
Buying_168_Cost 203
Buying_168_Conditions 3
Buying_168_Condition_0_Type Flag_Short
Buying_168_Condition_0_ID 24202
Buying_168_Condition_0_Value 450
Buying_168_Condition_0_Allow_Unset 
Buying_168_Condition_0_Logic Less_Than

Buying_168_Condition_1_Type Flag_Short
Buying_168_Condition_1_ID 24202
Buying_168_Condition_1_Value 400
Buying_168_Condition_1_Allow_Unset 
Buying_168_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_168_Condition_2_Type Quest
Buying_168_Condition_2_ID 24203
Buying_168_Condition_2_Status Completed
Buying_168_Condition_2_Logic Equal
Buying_168_Condition_2_Ignore_NPC True

Buying_168_Rewards 1
Buying_168_Reward_0_Type Flag_Short
Buying_168_Reward_0_ID 24202
Buying_168_Reward_0_Value 1
Buying_168_Reward_0_Modification Increment

Buying_169_ID 43106
Buying_169_Cost 204
Buying_169_Conditions 3
Buying_169_Condition_0_Type Flag_Short
Buying_169_Condition_0_ID 24202
Buying_169_Condition_0_Value 500
Buying_169_Condition_0_Allow_Unset 
Buying_169_Condition_0_Logic Less_Than

Buying_169_Condition_1_Type Flag_Short
Buying_169_Condition_1_ID 24202
Buying_169_Condition_1_Value 450
Buying_169_Condition_1_Allow_Unset 
Buying_169_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_169_Condition_2_Type Quest
Buying_169_Condition_2_ID 24203
Buying_169_Condition_2_Status Completed
Buying_169_Condition_2_Logic Equal
Buying_169_Condition_2_Ignore_NPC True

Buying_169_Rewards 1
Buying_169_Reward_0_Type Flag_Short
Buying_169_Reward_0_ID 24202
Buying_169_Reward_0_Value 1
Buying_169_Reward_0_Modification Increment

Buying_170_ID 43106
Buying_170_Cost 205
Buying_170_Conditions 3
Buying_170_Condition_0_Type Flag_Short
Buying_170_Condition_0_ID 24202
Buying_170_Condition_0_Value 550
Buying_170_Condition_0_Allow_Unset 
Buying_170_Condition_0_Logic Less_Than

Buying_170_Condition_1_Type Flag_Short
Buying_170_Condition_1_ID 24202
Buying_170_Condition_1_Value 500
Buying_170_Condition_1_Allow_Unset 
Buying_170_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_170_Condition_2_Type Quest
Buying_170_Condition_2_ID 24203
Buying_170_Condition_2_Status Completed
Buying_170_Condition_2_Logic Equal
Buying_170_Condition_2_Ignore_NPC True

Buying_170_Rewards 1
Buying_170_Reward_0_Type Flag_Short
Buying_170_Reward_0_ID 24202
Buying_170_Reward_0_Value 1
Buying_170_Reward_0_Modification Increment

Buying_171_ID 43106
Buying_171_Cost 206
Buying_171_Conditions 3
Buying_171_Condition_0_Type Flag_Short
Buying_171_Condition_0_ID 24202
Buying_171_Condition_0_Value 600
Buying_171_Condition_0_Allow_Unset 
Buying_171_Condition_0_Logic Less_Than

Buying_171_Condition_1_Type Flag_Short
Buying_171_Condition_1_ID 24202
Buying_171_Condition_1_Value 550
Buying_171_Condition_1_Allow_Unset 
Buying_171_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_171_Condition_2_Type Quest
Buying_171_Condition_2_ID 24203
Buying_171_Condition_2_Status Completed
Buying_171_Condition_2_Logic Equal
Buying_171_Condition_2_Ignore_NPC True

Buying_171_Rewards 1
Buying_171_Reward_0_Type Flag_Short
Buying_171_Reward_0_ID 24202
Buying_171_Reward_0_Value 1
Buying_171_Reward_0_Modification Increment

Buying_172_ID 43106
Buying_172_Cost 207
Buying_172_Conditions 3
Buying_172_Condition_0_Type Flag_Short
Buying_172_Condition_0_ID 24202
Buying_172_Condition_0_Value 650
Buying_172_Condition_0_Allow_Unset 
Buying_172_Condition_0_Logic Less_Than

Buying_172_Condition_1_Type Flag_Short
Buying_172_Condition_1_ID 24202
Buying_172_Condition_1_Value 600
Buying_172_Condition_1_Allow_Unset 
Buying_172_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_172_Condition_2_Type Quest
Buying_172_Condition_2_ID 24203
Buying_172_Condition_2_Status Completed
Buying_172_Condition_2_Logic Equal
Buying_172_Condition_2_Ignore_NPC True

Buying_172_Rewards 1
Buying_172_Reward_0_Type Flag_Short
Buying_172_Reward_0_ID 24202
Buying_172_Reward_0_Value 1
Buying_172_Reward_0_Modification Increment

Buying_173_ID 43106
Buying_173_Cost 208
Buying_173_Conditions 3
Buying_173_Condition_0_Type Flag_Short
Buying_173_Condition_0_ID 24202
Buying_173_Condition_0_Value 700
Buying_173_Condition_0_Allow_Unset 
Buying_173_Condition_0_Logic Less_Than

Buying_173_Condition_1_Type Flag_Short
Buying_173_Condition_1_ID 24202
Buying_173_Condition_1_Value 650
Buying_173_Condition_1_Allow_Unset 
Buying_173_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_173_Condition_2_Type Quest
Buying_173_Condition_2_ID 24203
Buying_173_Condition_2_Status Completed
Buying_173_Condition_2_Logic Equal
Buying_173_Condition_2_Ignore_NPC True

Buying_173_Rewards 1
Buying_173_Reward_0_Type Flag_Short
Buying_173_Reward_0_ID 24202
Buying_173_Reward_0_Value 1
Buying_173_Reward_0_Modification Increment

Buying_174_ID 43106
Buying_174_Cost 209
Buying_174_Conditions 3
Buying_174_Condition_0_Type Flag_Short
Buying_174_Condition_0_ID 24202
Buying_174_Condition_0_Value 750
Buying_174_Condition_0_Allow_Unset 
Buying_174_Condition_0_Logic Less_Than

Buying_174_Condition_1_Type Flag_Short
Buying_174_Condition_1_ID 24202
Buying_174_Condition_1_Value 700
Buying_174_Condition_1_Allow_Unset 
Buying_174_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_174_Condition_2_Type Quest
Buying_174_Condition_2_ID 24203
Buying_174_Condition_2_Status Completed
Buying_174_Condition_2_Logic Equal
Buying_174_Condition_2_Ignore_NPC True

Buying_174_Rewards 1
Buying_174_Reward_0_Type Flag_Short
Buying_174_Reward_0_ID 24202
Buying_174_Reward_0_Value 1
Buying_174_Reward_0_Modification Increment

Buying_175_ID 43106
Buying_175_Cost 210
Buying_175_Conditions 2
Buying_175_Condition_0_Type Flag_Short
Buying_175_Condition_0_ID 24202
Buying_175_Condition_0_Value 750
Buying_175_Condition_0_Allow_Unset 
Buying_175_Condition_0_Logic Greater_Than_Or_Equal_To

Buying_175_Condition_1_Type Quest
Buying_175_Condition_1_ID 24203
Buying_175_Condition_1_Status Completed
Buying_175_Condition_1_Logic Equal
Buying_175_Condition_1_Ignore_NPC True

Buying_176_ID 43110
Buying_176_Cost 150
Buying_176_Conditions 2
Buying_176_Condition_0_Type Flag_Short
Buying_176_Condition_0_ID 24202
Buying_176_Condition_0_Value 50
Buying_176_Condition_0_Allow_Unset 
Buying_176_Condition_0_Logic Less_Than

Buying_176_Condition_1_Type Quest
Buying_176_Condition_1_ID 24203
Buying_176_Condition_1_Status Completed
Buying_176_Condition_1_Logic Equal
Buying_176_Condition_1_Ignore_NPC True

Buying_176_Rewards 1
Buying_176_Reward_0_Type Flag_Short
Buying_176_Reward_0_ID 24202
Buying_176_Reward_0_Value 1
Buying_176_Reward_0_Modification Increment

Buying_177_ID 43110
Buying_177_Cost 151
Buying_177_Conditions 3
Buying_177_Condition_0_Type Flag_Short
Buying_177_Condition_0_ID 24202
Buying_177_Condition_0_Value 100
Buying_177_Condition_0_Allow_Unset 
Buying_177_Condition_0_Logic Less_Than

Buying_177_Condition_1_Type Flag_Short
Buying_177_Condition_1_ID 24202
Buying_177_Condition_1_Value 50
Buying_177_Condition_1_Allow_Unset 
Buying_177_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_177_Condition_2_Type Quest
Buying_177_Condition_2_ID 24203
Buying_177_Condition_2_Status Completed
Buying_177_Condition_2_Logic Equal
Buying_177_Condition_2_Ignore_NPC True

Buying_177_Rewards 1
Buying_177_Reward_0_Type Flag_Short
Buying_177_Reward_0_ID 24202
Buying_177_Reward_0_Value 1
Buying_177_Reward_0_Modification Increment

Buying_178_ID 43110
Buying_178_Cost 152
Buying_178_Conditions 3
Buying_178_Condition_0_Type Flag_Short
Buying_178_Condition_0_ID 24202
Buying_178_Condition_0_Value 150
Buying_178_Condition_0_Allow_Unset 
Buying_178_Condition_0_Logic Less_Than

Buying_178_Condition_1_Type Flag_Short
Buying_178_Condition_1_ID 24202
Buying_178_Condition_1_Value 100
Buying_178_Condition_1_Allow_Unset 
Buying_178_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_178_Condition_2_Type Quest
Buying_178_Condition_2_ID 24203
Buying_178_Condition_2_Status Completed
Buying_178_Condition_2_Logic Equal
Buying_178_Condition_2_Ignore_NPC True

Buying_178_Rewards 1
Buying_178_Reward_0_Type Flag_Short
Buying_178_Reward_0_ID 24202
Buying_178_Reward_0_Value 1
Buying_178_Reward_0_Modification Increment

Buying_179_ID 43110
Buying_179_Cost 153
Buying_179_Conditions 3
Buying_179_Condition_0_Type Flag_Short
Buying_179_Condition_0_ID 24202
Buying_179_Condition_0_Value 200
Buying_179_Condition_0_Allow_Unset 
Buying_179_Condition_0_Logic Less_Than

Buying_179_Condition_1_Type Flag_Short
Buying_179_Condition_1_ID 24202
Buying_179_Condition_1_Value 150
Buying_179_Condition_1_Allow_Unset 
Buying_179_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_179_Condition_2_Type Quest
Buying_179_Condition_2_ID 24203
Buying_179_Condition_2_Status Completed
Buying_179_Condition_2_Logic Equal
Buying_179_Condition_2_Ignore_NPC True

Buying_179_Rewards 1
Buying_179_Reward_0_Type Flag_Short
Buying_179_Reward_0_ID 24202
Buying_179_Reward_0_Value 1
Buying_179_Reward_0_Modification Increment

Buying_180_ID 43110
Buying_180_Cost 154
Buying_180_Conditions 3
Buying_180_Condition_0_Type Flag_Short
Buying_180_Condition_0_ID 24202
Buying_180_Condition_0_Value 250
Buying_180_Condition_0_Allow_Unset 
Buying_180_Condition_0_Logic Less_Than

Buying_180_Condition_1_Type Flag_Short
Buying_180_Condition_1_ID 24202
Buying_180_Condition_1_Value 200
Buying_180_Condition_1_Allow_Unset 
Buying_180_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_180_Condition_2_Type Quest
Buying_180_Condition_2_ID 24203
Buying_180_Condition_2_Status Completed
Buying_180_Condition_2_Logic Equal
Buying_180_Condition_2_Ignore_NPC True

Buying_180_Rewards 1
Buying_180_Reward_0_Type Flag_Short
Buying_180_Reward_0_ID 24202
Buying_180_Reward_0_Value 1
Buying_180_Reward_0_Modification Increment

Buying_181_ID 43110
Buying_181_Cost 155
Buying_181_Conditions 3
Buying_181_Condition_0_Type Flag_Short
Buying_181_Condition_0_ID 24202
Buying_181_Condition_0_Value 300
Buying_181_Condition_0_Allow_Unset 
Buying_181_Condition_0_Logic Less_Than

Buying_181_Condition_1_Type Flag_Short
Buying_181_Condition_1_ID 24202
Buying_181_Condition_1_Value 250
Buying_181_Condition_1_Allow_Unset 
Buying_181_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_181_Condition_2_Type Quest
Buying_181_Condition_2_ID 24203
Buying_181_Condition_2_Status Completed
Buying_181_Condition_2_Logic Equal
Buying_181_Condition_2_Ignore_NPC True

Buying_181_Rewards 1
Buying_181_Reward_0_Type Flag_Short
Buying_181_Reward_0_ID 24202
Buying_181_Reward_0_Value 1
Buying_181_Reward_0_Modification Increment

Buying_182_ID 43110
Buying_182_Cost 156
Buying_182_Conditions 3
Buying_182_Condition_0_Type Flag_Short
Buying_182_Condition_0_ID 24202
Buying_182_Condition_0_Value 350
Buying_182_Condition_0_Allow_Unset 
Buying_182_Condition_0_Logic Less_Than

Buying_182_Condition_1_Type Flag_Short
Buying_182_Condition_1_ID 24202
Buying_182_Condition_1_Value 300
Buying_182_Condition_1_Allow_Unset 
Buying_182_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_182_Condition_2_Type Quest
Buying_182_Condition_2_ID 24203
Buying_182_Condition_2_Status Completed
Buying_182_Condition_2_Logic Equal
Buying_182_Condition_2_Ignore_NPC True

Buying_182_Rewards 1
Buying_182_Reward_0_Type Flag_Short
Buying_182_Reward_0_ID 24202
Buying_182_Reward_0_Value 1
Buying_182_Reward_0_Modification Increment

Buying_183_ID 43110
Buying_183_Cost 157
Buying_183_Conditions 3
Buying_183_Condition_0_Type Flag_Short
Buying_183_Condition_0_ID 24202
Buying_183_Condition_0_Value 400
Buying_183_Condition_0_Allow_Unset 
Buying_183_Condition_0_Logic Less_Than

Buying_183_Condition_1_Type Flag_Short
Buying_183_Condition_1_ID 24202
Buying_183_Condition_1_Value 350
Buying_183_Condition_1_Allow_Unset 
Buying_183_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_183_Condition_2_Type Quest
Buying_183_Condition_2_ID 24203
Buying_183_Condition_2_Status Completed
Buying_183_Condition_2_Logic Equal
Buying_183_Condition_2_Ignore_NPC True

Buying_183_Rewards 1
Buying_183_Reward_0_Type Flag_Short
Buying_183_Reward_0_ID 24202
Buying_183_Reward_0_Value 1
Buying_183_Reward_0_Modification Increment

Buying_184_ID 43110
Buying_184_Cost 158
Buying_184_Conditions 3
Buying_184_Condition_0_Type Flag_Short
Buying_184_Condition_0_ID 24202
Buying_184_Condition_0_Value 450
Buying_184_Condition_0_Allow_Unset 
Buying_184_Condition_0_Logic Less_Than

Buying_184_Condition_1_Type Flag_Short
Buying_184_Condition_1_ID 24202
Buying_184_Condition_1_Value 400
Buying_184_Condition_1_Allow_Unset 
Buying_184_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_184_Condition_2_Type Quest
Buying_184_Condition_2_ID 24203
Buying_184_Condition_2_Status Completed
Buying_184_Condition_2_Logic Equal
Buying_184_Condition_2_Ignore_NPC True

Buying_184_Rewards 1
Buying_184_Reward_0_Type Flag_Short
Buying_184_Reward_0_ID 24202
Buying_184_Reward_0_Value 1
Buying_184_Reward_0_Modification Increment

Buying_185_ID 43110
Buying_185_Cost 159
Buying_185_Conditions 3
Buying_185_Condition_0_Type Flag_Short
Buying_185_Condition_0_ID 24202
Buying_185_Condition_0_Value 500
Buying_185_Condition_0_Allow_Unset 
Buying_185_Condition_0_Logic Less_Than

Buying_185_Condition_1_Type Flag_Short
Buying_185_Condition_1_ID 24202
Buying_185_Condition_1_Value 450
Buying_185_Condition_1_Allow_Unset 
Buying_185_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_185_Condition_2_Type Quest
Buying_185_Condition_2_ID 24203
Buying_185_Condition_2_Status Completed
Buying_185_Condition_2_Logic Equal
Buying_185_Condition_2_Ignore_NPC True

Buying_185_Rewards 1
Buying_185_Reward_0_Type Flag_Short
Buying_185_Reward_0_ID 24202
Buying_185_Reward_0_Value 1
Buying_185_Reward_0_Modification Increment

Buying_186_ID 43110
Buying_186_Cost 160
Buying_186_Conditions 3
Buying_186_Condition_0_Type Flag_Short
Buying_186_Condition_0_ID 24202
Buying_186_Condition_0_Value 550
Buying_186_Condition_0_Allow_Unset 
Buying_186_Condition_0_Logic Less_Than

Buying_186_Condition_1_Type Flag_Short
Buying_186_Condition_1_ID 24202
Buying_186_Condition_1_Value 500
Buying_186_Condition_1_Allow_Unset 
Buying_186_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_186_Condition_2_Type Quest
Buying_186_Condition_2_ID 24203
Buying_186_Condition_2_Status Completed
Buying_186_Condition_2_Logic Equal
Buying_186_Condition_2_Ignore_NPC True

Buying_186_Rewards 1
Buying_186_Reward_0_Type Flag_Short
Buying_186_Reward_0_ID 24202
Buying_186_Reward_0_Value 1
Buying_186_Reward_0_Modification Increment

Buying_187_ID 43110
Buying_187_Cost 161
Buying_187_Conditions 3
Buying_187_Condition_0_Type Flag_Short
Buying_187_Condition_0_ID 24202
Buying_187_Condition_0_Value 600
Buying_187_Condition_0_Allow_Unset 
Buying_187_Condition_0_Logic Less_Than

Buying_187_Condition_1_Type Flag_Short
Buying_187_Condition_1_ID 24202
Buying_187_Condition_1_Value 550
Buying_187_Condition_1_Allow_Unset 
Buying_187_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_187_Condition_2_Type Quest
Buying_187_Condition_2_ID 24203
Buying_187_Condition_2_Status Completed
Buying_187_Condition_2_Logic Equal
Buying_187_Condition_2_Ignore_NPC True

Buying_187_Rewards 1
Buying_187_Reward_0_Type Flag_Short
Buying_187_Reward_0_ID 24202
Buying_187_Reward_0_Value 1
Buying_187_Reward_0_Modification Increment

Buying_188_ID 43110
Buying_188_Cost 162
Buying_188_Conditions 3
Buying_188_Condition_0_Type Flag_Short
Buying_188_Condition_0_ID 24202
Buying_188_Condition_0_Value 650
Buying_188_Condition_0_Allow_Unset 
Buying_188_Condition_0_Logic Less_Than

Buying_188_Condition_1_Type Flag_Short
Buying_188_Condition_1_ID 24202
Buying_188_Condition_1_Value 600
Buying_188_Condition_1_Allow_Unset 
Buying_188_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_188_Condition_2_Type Quest
Buying_188_Condition_2_ID 24203
Buying_188_Condition_2_Status Completed
Buying_188_Condition_2_Logic Equal
Buying_188_Condition_2_Ignore_NPC True

Buying_188_Rewards 1
Buying_188_Reward_0_Type Flag_Short
Buying_188_Reward_0_ID 24202
Buying_188_Reward_0_Value 1
Buying_188_Reward_0_Modification Increment

Buying_189_ID 43110
Buying_189_Cost 163
Buying_189_Conditions 3
Buying_189_Condition_0_Type Flag_Short
Buying_189_Condition_0_ID 24202
Buying_189_Condition_0_Value 700
Buying_189_Condition_0_Allow_Unset 
Buying_189_Condition_0_Logic Less_Than

Buying_189_Condition_1_Type Flag_Short
Buying_189_Condition_1_ID 24202
Buying_189_Condition_1_Value 650
Buying_189_Condition_1_Allow_Unset 
Buying_189_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_189_Condition_2_Type Quest
Buying_189_Condition_2_ID 24203
Buying_189_Condition_2_Status Completed
Buying_189_Condition_2_Logic Equal
Buying_189_Condition_2_Ignore_NPC True

Buying_189_Rewards 1
Buying_189_Reward_0_Type Flag_Short
Buying_189_Reward_0_ID 24202
Buying_189_Reward_0_Value 1
Buying_189_Reward_0_Modification Increment

Buying_190_ID 43110
Buying_190_Cost 164
Buying_190_Conditions 3
Buying_190_Condition_0_Type Flag_Short
Buying_190_Condition_0_ID 24202
Buying_190_Condition_0_Value 750
Buying_190_Condition_0_Allow_Unset 
Buying_190_Condition_0_Logic Less_Than

Buying_190_Condition_1_Type Flag_Short
Buying_190_Condition_1_ID 24202
Buying_190_Condition_1_Value 700
Buying_190_Condition_1_Allow_Unset 
Buying_190_Condition_1_Logic Greater_Than_Or_Equal_To

Buying_190_Condition_2_Type Quest
Buying_190_Condition_2_ID 24203
Buying_190_Condition_2_Status Completed
Buying_190_Condition_2_Logic Equal
Buying_190_Condition_2_Ignore_NPC True

Buying_190_Rewards 1
Buying_190_Reward_0_Type Flag_Short
Buying_190_Reward_0_ID 24202
Buying_190_Reward_0_Value 1
Buying_190_Reward_0_Modification Increment

Buying_191_ID 43110
Buying_191_Cost 165
Buying_191_Conditions 2
Buying_191_Condition_0_Type Flag_Short
Buying_191_Condition_0_ID 24202
Buying_191_Condition_0_Value 750
Buying_191_Condition_0_Allow_Unset 
Buying_191_Condition_0_Logic Greater_Than_Or_Equal_To

Buying_191_Condition_1_Type Quest
